pair,stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,sell_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,buy_tag,open_timestamp,close_timestamp
SUKU/USDT,33.0,43.97244394,10/24/21 12:00:00,10/25/21 08:00:00,0.7504700000000001,0.8697400000000001,0.002,0.002,1200,0.15430062,5.1021042,atr_roi,-73.54606000000001,-99.0,-73.54606000000001,-99.0,0.7471300000000001,0.87853,False,,1635076800000.0,1635148800000.0
ONE/USDT,33.0,106.1642844,10/24/21 12:00:00,10/26/21 07:00:00,0.310839,0.353195,0.002,0.002,2580,0.13172749,4.35570104,atr_roi,-30.462221999999997,-99.0,-28.189308,-99.0,0.2867,0.360377,False,,1635076800000.0,1635231600000.0
VRA/USDT,36.12107573,454.28286855,10/26/21 08:00:00,10/27/21 23:15:00,0.0795123,0.06861692,0.002,0.002,2355,-0.1404726,-5.08416961,atr_stoploss,-7.792205399999999,-99.0,-6.72445816,-99.0,0.06840363,0.08519438,False,,1635235200000.0,1635376500000.0
BLOK/USDT,34.68369439,762.37953106,10/25/21 16:00:00,10/28/21 23:30:00,0.045494,0.06165,0.002,0.002,4770,0.34971408,12.15363492,atr_roi,-4.458412,-99.0,-4.3493379999999995,-99.0,0.043141,0.0695,False,,1635177600000.0,1635463800000.0
SAND/USDT,38.45399928,36.56087707,10/29/21 04:00:00,10/30/21 13:15:00,1.05178,1.48578,0.002,0.002,1995,0.40699456,15.68186981,atr_roi,-103.07444,-99.0,-95.90868,-99.0,0.97,1.55164,False,,1635480000000.0,1635599700000.0
MATIC/USDT,38.45399928,18.02390405,10/29/21 00:00:00,10/30/21 12:15:00,2.1335,1.9328,0.002,0.002,2175,-0.09768726,-3.76397874,atr_stoploss,-209.08300000000003,-99.0,-187.7484,-99.0,1.9139,2.22,False,,1635465600000.0,1635596100000.0
KDA/USDT,33.0,4.69744203,10/25/21 00:00:00,10/31/21 02:15:00,7.0251,5.9909,0.002,0.002,8775,-0.15061932,-4.98037836,atr_stoploss,-688.4598,-99.0,-530.9150000000001,-99.0,5.37,8.3,False,,1635120000000.0,1635646500000.0
CHR/USDT,37.45632876,66.64827181,10/31/21 04:00:00,10/31/21 15:45:00,0.562,0.431465,0.002,0.002,705,-0.23533348,-8.83235761,atr_stoploss,-55.07600000000001,-99.0,-42.28357,-99.0,0.42636,0.576556,False,,1635652800000.0,1635695100000.0
MANA/USDT,42.38690333,18.15222748,10/30/21 16:00:00,11/02/21 00:30:00,2.33508,3.17,0.002,0.002,3390,0.35213582,14.95579884,atr_roi,-228.83784,-99.0,-219.0594,-99.0,2.21284,5.0,False,,1635609600000.0,1635813000000.0
LRC/USDT,28.71229472,38.13053748,11/01/21 12:00:00,11/02/21 09:00:00,0.753,1.0596,0.002,0.002,1260,0.40155386,11.55259197,atr_roi,-73.794,-99.0,-69.825,-99.0,0.7039000000000001,1.1434,False,,1635768000000.0,1635843600000.0
NAKA/USDT,42.38690333,6.58908165,10/30/21 16:00:00,11/02/21 14:00:00,6.4329,4.6495,0.002,0.002,4200,-0.28011641,-11.89701389,atr_stoploss,-630.4242,-99.0,-445.9196,-99.0,3.7964,6.74,False,,1635609600000.0,1635861600000.0
CHR/USDT,42.76411408,64.03577345,11/02/21 04:00:00,11/04/21 09:30:00,0.667816,0.8065279999999999,0.002,0.002,3210,0.20288871,8.69370869,atr_roi,-65.445968,-99.0,-59.87310000000001,-99.0,0.6063200000000001,0.861204,False,,1635825600000.0,1636018200000.0
SAND/USDT,42.53679561,13.86123242,11/03/21 00:00:00,11/05/21 12:00:00,3.06876,2.56012,0.002,0.002,3600,-0.16907808,-7.20642369,atr_stoploss,-300.73848000000004,-99.0,-250.89176,-99.0,2.5552200000000003,3.4444,False,,1635897600000.0,1636113600000.0
CRO/USDT,42.65045485,156.05728082,11/02/21 20:00:00,11/05/21 20:00:00,0.2733,0.3694,0.002,0.002,4320,0.34623253,14.79650866,atr_roi,-26.7834,-99.0,-23.6278,-99.0,0.2393,0.3971,False,,1635883200000.0,1636142400000.0
KDA/USDT,41.25394313,3.59292311,11/05/21 16:00:00,11/07/21 08:00:00,11.482,17.0592,0.002,0.002,2400,0.47980312,19.83335809,atr_roi,-1125.2359999999999,-99.0,-1013.3004000000001,-99.0,10.0,18.4,False,,1636128000000.0,1636272000000.0
XYO/USDT,45.51937872,827.62506756,11/04/21 12:00:00,11/07/21 15:30:00,0.055,0.06398000000000001,0.002,0.002,4530,0.15862892,7.23513145,atr_roi,-5.39,-99.0,-4.29534,-99.0,0.043340000000000004,0.08139,False,,1636027200000.0,1636299000000.0
LTC/USDT,56.9567083,0.2480909,11/08/21 20:00:00,11/10/21 00:00:00,229.58,262.024,0.002,0.002,1680,0.13676277,7.8051362,atr_roi,-22498.84,-99.0,-21874.188,-99.0,222.302,274.696,False,,1636401600000.0,1636502400000.0
LRC/USDT,56.9567083,26.97835748,11/08/21 20:00:00,11/10/21 16:00:00,2.1112,3.5331,0.002,0.002,2640,0.66682257,38.05597861,atr_roi,-206.8976,-99.0,-198.303,-99.0,2.0028,3.8643,False,,1636401600000.0,1636560000000.0
CHR/USDT,72.09087619,51.07134187,11/11/21 04:00:00,11/11/21 21:00:00,1.411572,1.082194,0.002,0.002,1020,-0.23640178,-17.07649639,atr_stoploss,-138.334056,-99.0,-105.84,-99.0,1.066549,1.439676,False,,1636603200000.0,1636664400000.0
IOTX/USDT,59.53240325,338.25229119,11/10/21 04:00:00,11/13/21 12:45:00,0.176,0.2228,0.002,0.002,4845,0.26085556,15.5604172,atr_roi,-17.247999999999998,-99.0,-14.3374,-99.0,0.1419,0.30000000000000004,False,,1636516800000.0,1636807500000.0
AVAX/USDT,56.9567083,0.64512401,11/07/21 20:00:00,11/14/21 00:00:00,88.288,97.563,0.002,0.002,8880,0.10064252,5.74373131,atr_roi,-8652.224,-99.0,-7834.414,-99.0,78.267,98.56,False,,1636315200000.0,1636848000000.0
CRO/USDT,73.48600139,144.34492514,11/15/21 08:00:00,11/15/21 22:00:00,0.5091,0.43770000000000003,0.002,0.002,840,-0.14367964,-10.57955921,atr_stoploss,-49.891799999999996,-99.0,-42.894600000000004,-99.0,0.435,0.5207,False,,1636963200000.0,1637013600000.0
TRX/USDT,73.48600139,586.75674413,11/15/21 08:00:00,11/16/21 03:00:00,0.125241,0.115891,0.002,0.002,1140,-0.07835005,-5.76914721,atr_stoploss,-12.273617999999999,-99.0,-11.357318,-99.0,0.114,0.12922899999999998,False,,1636963200000.0,1637031600000.0
SAND/USDT,68.09092827,15.87204825,11/18/21 20:00:00,11/23/21 06:30:00,4.28999,5.33045,0.002,0.002,6390,0.23757183,16.20883915,atr_roi,-420.41902000000005,-99.0,-370.03428,-99.0,3.7466600000000003,5.39245,False,,1637265600000.0,1637649000000.0
CRO/USDT,68.09092827,90.69116712,11/21/21 20:00:00,11/23/21 21:30:00,0.7508,0.8814000000000001,0.002,0.002,2970,0.16926137,11.54821418,atr_roi,-73.5784,-99.0,-64.74860000000001,-99.0,0.6548,0.8888,False,,1637524800000.0,1637703000000.0
AVAX/USDT,68.09092827,0.52681977,11/20/21 20:00:00,11/24/21 14:00:00,129.249,115.192,0.002,0.002,5400,-0.11231691,-7.66305821,atr_stoploss,-12666.402,-99.0,-11288.815999999999,-99.0,114.924,146.95,False,,1637438400000.0,1637762400000.0
UOS/USDT,73.43984519,39.91100717,11/23/21 08:00:00,11/25/21 00:30:00,1.84009,2.34242,0.002,0.002,2430,0.26791028,19.71463986,atr_roi,-180.32882,-99.0,-177.98955999999998,-99.0,1.80864,2.42,False,,1637654400000.0,1637800200000.0
LUNA/USDT,81.22777782,1.37960409,11/30/21 20:00:00,12/03/21 01:15:00,58.8776,67.2616,0.002,0.002,3195,0.13783664,11.21855638,atr_roi,-5770.0048,-99.0,-5487.951,-99.0,55.7324,67.9138,False,,1638302400000.0,1638494100000.0
LUNA/USDT,84.92990142,0.91628099,12/22/21 04:00:00,12/25/21 17:30:00,92.6898,99.8313,0.002,0.002,5130,0.07274772,6.19081384,atr_roi,-9083.600400000001,-99.0,-8278.3736,-99.0,84.275,101.5348,False,,1640145600000.0,1640453400000.0
SAND/USDT,84.92990142,13.43481055,12/24/21 00:00:00,12/26/21 02:15:00,6.32163,6.92183,0.002,0.002,3015,0.09057283,7.70772654,atr_roi,-619.51974,-99.0,-568.02368,-99.0,5.76,6.96058,False,,1640304000000.0,1640484900000.0
FTM/USDT,84.92990142,42.95897897,12/24/21 08:00:00,12/26/21 02:00:00,1.9769999999999999,2.23437,0.002,0.002,2520,0.12567039,10.69452011,atr_roi,-193.74599999999998,-99.0,-193.69406,-99.0,1.93751,2.26206,False,,1640332800000.0,1640484000000.0
LINK/USDT,93.04561138,3.43055649,01/05/22 16:00:00,01/05/22 22:15:00,27.1226,23.5897,0.002,0.002,375,-0.13372872,-12.46775584,atr_stoploss,-2658.0148,-99.0,-2311.7906000000003,-99.0,22.5,27.4854,False,,1641398400000.0,1641420900000.0
ICP/USDT,93.04561138,2.72621188,01/04/22 16:00:00,01/06/22 10:00:00,34.13,28.75,0.002,0.002,2520,-0.16099533,-15.00986832,atr_stoploss,-3344.7400000000002,-99.0,-2817.5,-99.0,28.49,37.87,False,,1641312000000.0,1641463200000.0
SUKU/USDT,83.97799541,140.91686312,01/21/22 08:00:00,01/24/22 03:00:00,0.59594,0.42035000000000006,0.002,0.002,4020,-0.29745955,-25.03001679,atr_stoploss,-58.402120000000004,-99.0,-39.97028,-99.0,0.40675000000000006,1.3,False,,1642752000000.0,1642993200000.0
XRP/USDT,75.71808987,104.62056798,02/07/22 04:00:00,02/07/22 16:15:00,0.72374,0.7870400000000001,0.002,0.002,735,0.08312118,6.30636463,atr_roi,-70.92652000000001,-99.0,-70.54138,-99.0,0.718,0.7927700000000001,False,,1644206400000.0,1644250500000.0
XPR/USDT,75.71808987,5999.84864258,02/07/22 00:00:00,02/08/22 00:00:00,0.012620000000000001,0.01583,0.002,0.002,1440,0.24935074,18.91812275,atr_roi,-1.23676,-99.0,-1.22206,-99.0,0.012390000000000002,0.017920000000000002,False,,1644192000000.0,1644278400000.0
MOVR/USDT,77.7991902,0.69146292,02/07/22 20:00:00,02/09/22 04:00:00,112.5139,96.6697,0.002,0.002,1920,-0.14424979,-11.2449622,atr_stoploss,-11026.362200000001,-99.0,-9421.729800000001,-99.0,96.0,114.431,False,,1644264000000.0,1644379200000.0
VRA/USDT,75.71808987,2461.18753244,02/07/22 04:00:00,02/09/22 04:00:00,0.03076486,0.03034783,0.002,0.002,2880,-0.0174933,-1.32720862,force_sell,-3.0149562800000003,-99.0,-2.79722772,-99.0,0.02829253,0.034850000000000006,True,,1644206400000.0,1644379200000.0
KDA/USDT,84.0421707,9.48675013,02/08/22 04:00:00,02/09/22 04:00:00,8.8589,8.9366,0.002,0.002,1440,0.00474381,0.39947756,force_sell,-868.1722,-99.0,-789.6252,-99.0,8.0,10.3337,True,,1644292800000.0,1644379200000.0
